time,F_nu
0.0,3.3566830120207384e-32
5.00695,3.3686103616560633e-32
10.0139,3.3807379877543885e-32
15.0209,3.3930048089572536e-32
20.0278,3.4054129567061616e-32
25.0348,3.4179648168547237e-32
30.0417,3.430663238757141e-32
35.0487,3.4435109187666757e-32
40.0556,3.456510762824813e-32
45.0626,3.469665534712863e-32
50.0695,3.48297814771482e-32
55.0765,3.496451247593686e-32
60.0834,3.51008858137325e-32
65.0904,3.523893225833233e-32
70.0974,3.53786714288394e-32
75.1043,3.552015425457688e-32
80.1113,3.566340605066521e-32
85.1182,3.5808453839453963e-32
90.1252,3.59553408798448e-32
95.1321,3.610410424265856e-32
100.139,3.625477511010211e-32
105.146,3.640739568775394e-32
110.153,3.656199888388679e-32
115.16,3.671863200654529e-32
120.167,3.687731965928018e-32
125.174,3.703811159891998e-32
130.181,3.720091298256502e-32
135.188,3.7365048928832315e-32
140.195,3.7530164823059196e-32
145.202,3.769614068521407e-32
150.209,3.7862925716293606e-32
155.216,3.803053810149757e-32
160.223,3.8199076258873285e-32
165.229,3.8370931876828836e-32
170.236,3.926161004596734e-32
175.243,4.063284238380981e-31
180.25,1.4286364048202954e-28
185.257,4.099019664046573e-26
190.264,8.694773428342689e-24
195.271,1.3610327835990796e-21
200.278,1.5730734015617423e-19
205.285,1.3459979623073334e-17
210.292,8.553487248749936e-16
215.299,4.051273454578924e-14
220.306,1.4353665083172449e-12
225.313,3.817392561920009e-11
230.32,7.64744736843745e-10
235.327,1.1577014890733906e-08
240.334,1.3285399703249742e-07
245.341,1.1616241670068113e-06
250.348,7.763046471660128e-06
255.355,3.981514106581856e-05
260.362,0.00014898493853852135
265.369,0.0003925496392123395
270.376,0.0008080770647116813
275.382,0.0013835329478603356
280.389,0.0020413456483608637
285.396,0.0026637180696081715
290.403,0.0031469627208866283
295.41,0.0034463910266491434
300.417,0.003579730981977902
305.424,0.0036017410807329575
310.431,0.0035801931373133727
315.438,0.003548289443947625
320.445,0.0035148286880679904
325.452,0.00348176522606778
330.459,0.0034490422210339835
335.466,0.0034164270178243523
340.473,0.003383740928178452
345.48,0.003351179318139639
350.487,0.0033191297517300004
355.494,0.0032873671890915465
360.501,0.003255896157672602
365.508,0.003224537745147404
370.515,0.003193163798206456
375.522,0.0031618512331102375
380.529,0.003130859340523184
385.535,0.0031000531116831057
390.542,0.003069086703862458
395.549,0.003038277330649436
400.556,0.0030073904764015523
405.563,0.002976509812918497
410.57,0.0029455882919837257
415.577,0.00291462302004241
420.584,0.0028836173181513245
425.591,0.002852277881789568
430.598,0.0028206328248633985
435.605,0.002789017445062541
440.612,0.0027571042727090383
445.619,0.002724750863788729
450.626,0.0026920807889799837
455.633,0.0026589233799680025
460.64,0.002625287766915789
465.647,0.002591202745506824
470.654,0.0025565676322850763
475.661,0.0025211810553628453
480.668,0.002485021395002973
485.675,0.0024481217931241355
490.682,0.002410326685139245
495.688,0.0023716384919295953
500.695,0.002331799822494087
505.702,0.0022907251788253447
510.709,0.0022486515886398365
515.716,0.0022051397774376456
520.723,0.0021601284015732034
525.73,0.0021135548999015414
530.737,0.002065506926831683
535.744,0.002015760084469294
540.751,0.0019643324057552203
545.758,0.001910948783167604
550.765,0.0018555735820900325
555.772,0.001798225463264224
560.779,0.0017387564972326378
565.786,0.0016771967051267286
570.793,0.0016135742995360513
575.8,0.0015479205269340814
580.807,0.0014803366342653968
585.814,0.0014111171513908158
590.821,0.0013431452212928727
595.828,0.001283164251617376
600.834,0.0012377570870180123
605.841,0.001212064391431246
610.848,0.0012073394089855299
615.855,0.0012156004537981248
620.862,0.0012230583744878675
625.869,0.001216598141675925
630.876,0.0011903736975769701
635.883,0.0011456874318506538
640.89,0.0010908051906473029
645.897,0.0010315298510276008
650.904,0.0009731547113784588
655.911,0.0009183887020553657
660.918,0.0008681445657218196
665.925,0.0008227621316934167
670.932,0.0007839116907035511
675.939,0.000750849708642356
680.946,0.0007242162594888964
685.953,0.0007026974929733244
690.96,0.0006865719896270778
695.967,0.0006750734387645585
700.974,0.0006657247710659182
705.981,0.00066037795027011
710.987,0.0006567651461278914
715.994,0.0006549070515890107
721.001,0.0006532059030470631
726.008,0.0006517832854248048
731.015,0.0006503993637424501
736.022,0.0006480990416069521
741.029,0.0006435375415240139
746.036,0.0006379303730630841
751.043,0.0006302330365141597
756.05,0.0006205213883716019
761.057,0.0006087277165625862
766.064,0.0005942204411904159
771.071,0.0005777973724037643
776.078,0.000559347377936489
781.085,0.0005391273798795272
786.092,0.0005170931337889882
791.099,0.0004938535944903766
796.106,0.0004691128754917615
801.113,0.00044331873058206576
806.12,0.00041714572361535167
811.127,0.0003910869246452177
816.134,0.0003637734978217582
821.14,0.00033715640805572297
826.147,0.00031110803840236884
831.154,0.00028567148545887247
836.161,0.0002607093159162197
841.168,0.00023634313282813233
846.175,0.0002132420808942838
851.182,0.00019149282695771978
856.189,0.0001708040319359118
861.196,0.00015124618619367144
866.203,0.00013285380062757788
871.21,0.0001158187223046343
876.217,0.0001001721387991177
881.224,8.586904204986186e-05
886.231,7.29201672041227e-05
891.238,6.166144366729963e-05
896.245,5.144514520056706e-05
901.252,4.268147146570718e-05
906.259,3.5197905318381285e-05
911.266,2.8943075571538648e-05
916.273,2.367018869657779e-05
921.28,1.9268032330554408e-05
926.287,1.5611410346424473e-05
931.293,1.2607524046219977e-05
936.3,1.0097110547727277e-05
941.307,8.126447051206646e-06
946.314,6.5551846340699805e-06
951.321,5.333850787349508e-06
956.328,4.465993405047459e-06
961.335,3.921007623421957e-06
966.342,3.616538162090359e-06
971.349,3.7040625054247477e-06
976.356,4.00456198511259e-06
981.363,4.334851152585047e-06
986.37,5.07494568147429e-06
991.377,5.8715622677576695e-06
996.384,6.533538705455539e-06
1001.39,7.05386296676292e-06
1006.4,7.362955740748379e-06
1011.4,7.411205582592766e-06
1016.41,7.177599087458096e-06
1021.42,6.672291695501099e-06
1026.43,5.9573888131391555e-06
1031.43,5.1056598900829974e-06
1036.44,4.159522013264254e-06
1041.45,3.222876749892384e-06
1046.45,2.3489474914592626e-06
1051.46,1.5833451957301251e-06
1056.47,9.715962079416222e-07
1061.47,5.598643564797176e-07
1066.48,2.950602463707531e-07
1071.49,1.498618314465143e-07
1076.5,7.369671013580153e-08
1081.5,3.679550877563716e-08
1086.51,1.8823364173171687e-08
1091.52,1.2102658923565963e-08
1096.52,9.42460381505634e-09
1101.53,8.627036332300491e-09
1106.54,1.1628660670572322e-08
1111.54,2.4242392473401105e-08
1116.55,5.238689860838273e-08
1121.56,1.1266928623930611e-07
1126.56,2.273355670424331e-07
1131.57,4.1833736141425156e-07
1136.58,6.694458943626869e-07
1141.59,9.582359648590056e-07
1146.59,1.2475632203621054e-06
1151.6,1.5065634273821702e-06
1156.61,1.7054681703189712e-06
1161.61,1.8173857729953046e-06
1166.62,1.8244894453674499e-06
1171.63,1.7306499768033583e-06
1176.63,1.5547041474953832e-06
1181.64,1.3223003593826486e-06
1186.65,1.0612643022402963e-06
1191.66,7.899273813442256e-07
1196.66,5.453061675351606e-07
1201.67,3.4606647410110995e-07
1206.68,1.9062954227408894e-07
1211.68,9.761539045556783e-08
1216.69,4.6601647157684645e-08
1221.7,2.0788635344678506e-08
1226.7,8.706672131568383e-09
1231.71,3.4249130620144692e-09
1236.72,1.306867563564874e-09
1241.72,4.814118546447438e-10
1246.73,1.9309489167414841e-10
1251.74,7.425516587317874e-11
1256.75,4.138654778880556e-11
1261.75,2.789604872348775e-11
1266.76,2.009749340754731e-11
1271.77,1.2237752324082148e-11
1276.77,1.0336469943867345e-11
1281.78,7.97975164034985e-12
1286.79,4.228314432863282e-12
1291.79,3.678710480531721e-12
1296.8,2.380902608865158e-12
1301.81,1.6887566386647701e-12
1306.82,1.0260279029396955e-12
1311.82,5.315576004391011e-13
1316.83,3.481366347315777e-13
1321.84,2.8552910783438715e-13
1326.84,8.410387917826909e-14
1331.85,4.6385891295526726e-14
1336.86,5.281488912225255e-14
1341.86,8.84737515435087e-11
1346.87,1.0584281739324584e-10
1351.88,1.300065485747183e-10
1356.88,2.093554429414389e-14
1361.89,2.1792493023206314e-10
1366.9,9.467996653082396e-11
1371.91,1.0945069371160738e-10
1376.91,3.012014368118247e-10
1381.92,2.968886544485027e-10
1386.93,8.094432233063865e-15
1391.93,1.1378732108120705e-14
1396.94,1.762111605464362e-14
1401.95,2.9921917401418475e-14
1406.95,1.1249423208315455e-10
1411.96,6.249009271751995e-20
1416.97,5.418564538457658e-20
1421.97,6.0914037498226e-21
1426.98,6.366429424589525e-21
1431.99,6.553916886636691e-21
1437.0,6.672014838704394e-21
1442.0,3.4321136340776184e-20
1447.01,6.744354325750257e-21
1452.02,6.68562906158902e-21
1457.02,6.570057976541669e-21
1462.03,6.416702890902368e-21
1467.04,6.237814310983198e-21
1472.04,6.0416319703637345e-21
1477.05,5.836290927588848e-21
1482.06,5.630404689008568e-21
1487.07,5.432098274673655e-21
1492.07,5.23547323451139e-21
1497.08,5.04758387739985e-21
1502.09,3.1370513465876357e-21
1507.09,4.708174944959827e-21
1512.1,3.1370513465873995e-21
1517.11,3.1370513465874115e-21
1522.11,3.1370513465874676e-21
1527.12,3.2965075497953294e-21
1532.13,3.1370513465876316e-21
1537.13,3.1370513465877275e-21
1542.14,3.137051346587829e-21
1547.15,3.1370513465879317e-21
1552.16,3.137051346588037e-21
1557.16,3.1370513465881447e-21
1562.17,3.137051346588251e-21
1567.18,3.137051346588358e-21
1572.18,3.137051346588466e-21
1577.19,3.1370513465885735e-21
1582.2,3.1370513465886777e-21
1587.2,3.1370513465887845e-21
1592.21,3.1370513465888902e-21
1597.22,3.137051346588994e-21
1602.23,3.1370513465891012e-21
1607.23,3.137051346589204e-21
1612.24,3.1370513465893096e-21
1617.25,3.1370513465894146e-21
1622.25,3.137051346589517e-21
1627.26,3.1370513465896207e-21
1632.27,3.137051346589723e-21
1637.27,3.1370513465898246e-21
1642.28,3.137051346589927e-21
1647.29,3.1370513465900292e-21
1652.29,3.13705134659013e-21
1657.3,3.137051346590232e-21
1662.31,3.1370513465903316e-21
1667.32,3.1370513465904306e-21
1672.32,3.1370513465905306e-21
1677.33,3.1370513465906296e-21
1682.34,3.13705134659073e-21
1687.34,3.1370513465908274e-21
1692.35,3.1370513465909252e-21
1697.36,3.1370513465910226e-21
1702.36,3.1370513465911197e-21
1707.37,3.1370513465912152e-21
1712.38,3.1370513465913096e-21
1717.39,3.1370513465914074e-21
1722.39,3.137051346591501e-21
1727.4,3.1370513465915974e-21
1732.41,3.137051346591694e-21
1737.41,3.137051346591787e-21
1742.42,3.137051346591881e-21
1747.43,3.1370513465919743e-21
1752.43,3.137051346592067e-21
1757.44,3.1370513465921598e-21
1762.45,3.1370513465922538e-21
1767.45,3.137051346592344e-21
1772.46,3.137051346592437e-21
1777.47,3.1370513465925276e-21
1782.48,3.1370513465926194e-21
1787.48,3.1370513465927097e-21
1792.49,3.1370513465928e-21
1797.5,3.1370513465928888e-21
1802.5,3.1370513465929787e-21
1807.51,3.137051346593069e-21
1812.52,3.1370513465931585e-21
1817.52,3.1370513465932457e-21
1822.53,3.1370513465933345e-21
1827.54,3.1370513465934233e-21
1832.55,3.137051346593511e-21
1837.55,3.137051346593597e-21
1842.56,3.137051346593684e-21
1847.57,3.137051346593771e-21
1852.57,3.1370513465938585e-21
1857.58,3.1370513465939446e-21
1862.59,3.1370513465940308e-21
1867.59,3.1370513465941158e-21
1872.6,3.1370513465942004e-21
1877.61,3.1370513465942843e-21
1882.61,3.13705134659437e-21
1887.62,3.137051346594453e-21
1892.63,3.137051346594537e-21
1897.64,3.1370513465946202e-21
1902.64,3.137051346594706e-21
1907.65,3.137051346594789e-21
1912.66,3.1370513465948704e-21
1917.66,3.1370513465949527e-21
1922.67,3.1370513465950355e-21
1927.68,3.1370513465951152e-21
1932.68,3.1370513465951972e-21
1937.69,3.1370513465952792e-21
1942.7,3.13705134659536e-21
1947.71,3.13705134659544e-21
1952.71,3.1370513465955196e-21
1957.72,3.1370513465956027e-21
1962.73,3.137051346595681e-21
1967.73,3.13705134659576e-21
1972.74,3.1370513465958416e-21
1977.75,3.1370513465959183e-21
1982.75,3.137051346595998e-21
1987.76,3.1370513465960763e-21
1992.77,3.1370513465961546e-21
1997.77,3.1370513465962328e-21
2002.78,3.1370513465963107e-21
2007.79,3.1370513465963874e-21
2012.8,3.137051346596465e-21
2017.8,3.137051346596542e-21
2022.81,3.1370513465966187e-21
2027.82,3.1370513465966947e-21
2032.82,3.1370513465967703e-21
2037.83,3.137051346596847e-21
2042.84,3.137051346596922e-21
2047.84,3.1370513465969998e-21
2052.85,3.137051346597073e-21
2057.86,3.137051346597148e-21
2062.87,3.1370513465972236e-21
2067.87,3.1370513465972977e-21
2072.88,3.13705134659737e-21
2077.89,3.1370513465974467e-21
2082.89,3.1370513465975174e-21
2087.9,3.1370513465975926e-21
2092.91,3.1370513465976656e-21
2097.91,3.137051346597738e-21
2102.92,3.1370513465978104e-21
2107.93,3.137051346597884e-21
2112.93,3.137051346597956e-21
2117.94,3.1370513465980267e-21
2122.95,3.1370513465981e-21
2127.96,3.1370513465981708e-21
2132.96,3.1370513465982415e-21
2137.97,3.1370513465983145e-21
2142.98,3.1370513465983863e-21
2147.98,3.137051346598455e-21
2152.99,3.137051346598525e-21
2158.0,3.1370513465985966e-21
2163.0,3.137051346598666e-21
2168.01,3.1370513465987376e-21
2173.02,3.137051346598807e-21
2178.03,3.1370513465988746e-21
2183.03,3.1370513465989434e-21
2188.04,3.1370513465990134e-21
2193.05,3.137051346599083e-21
2198.05,3.137051346599151e-21
2203.06,3.1370513465992195e-21
2208.07,3.1370513465992872e-21
2213.07,3.137051346599356e-21
2218.08,3.137051346599425e-21
2223.09,3.1370513465994907e-21
2228.09,3.137051346599558e-21
2233.1,3.1370513465996258e-21
2238.11,3.1370513465996923e-21
2243.12,3.1370513465997578e-21
2248.12,3.1370513465998255e-21
2253.13,3.1370513465998906e-21
2258.14,3.137051346599957e-21
2263.14,3.1370513466000237e-21
2268.15,3.1370513466000888e-21
2273.16,3.137051346600157e-21
2278.16,3.1370513466002212e-21
2283.17,3.1370513466002863e-21
2288.18,3.1370513466003514e-21
2293.18,3.1370513466004168e-21
2298.19,3.1370513466004804e-21
2303.2,3.137051346600545e-21
2308.21,3.1370513466006094e-21
2313.21,3.1370513466006737e-21
2318.22,3.1370513466007373e-21
2323.23,3.1370513466008e-21
2328.23,3.137051346600865e-21
2333.24,3.1370513466009276e-21
2338.25,3.1370513466009923e-21
2343.25,3.1370513466010533e-21
2348.26,3.1370513466011153e-21
2353.27,3.137051346601177e-21
2358.28,3.13705134660124e-21
2363.28,3.1370513466013e-21
2368.29,3.1370513466013606e-21
2373.3,3.1370513466014196e-21
2378.3,3.1370513466014787e-21
2383.31,3.137051346601537e-21
2388.32,3.1370513466015934e-21
2393.32,3.1370513466016487e-21
2398.33,3.1370513466017003e-21
2403.34,3.137051346601753e-21
2408.34,3.1370513466018052e-21
2413.35,3.1370513466018526e-21
2418.36,3.137051346601903e-21
2423.37,3.1370513466019497e-21
2428.37,3.137051346601993e-21
2433.38,3.1370513466020384e-21
2438.39,3.13705134660208e-21
2443.39,3.1370513466021208e-21
2448.4,3.13705134660216e-21
2453.41,3.1370513466021983e-21
2458.41,3.1370513466022344e-21
2463.42,3.13705134660227e-21
2468.43,3.1370513466023047e-21
2473.44,3.137051346602338e-21
2478.44,3.137051346602367e-21
2483.45,3.1370513466023977e-21
2488.46,3.1370513466024244e-21
2493.46,3.1370513466024507e-21
2498.47,3.1370513466024767e-21
2503.48,3.1370513466025004e-21
2508.48,3.1370513466025214e-21
2513.49,3.1370513466025444e-21
2518.5,3.137051346602564e-21
2523.5,3.1370513466025827e-21
2528.51,3.1370513466026008e-21
2533.52,3.1370513466026166e-21
2538.53,3.1370513466026324e-21
2543.53,3.137051346602647e-21
2548.54,3.137051346602659e-21
2553.55,3.137051346602673e-21
2558.55,3.1370513466026847e-21
2563.56,3.137051346602696e-21
2568.57,3.1370513466027072e-21
2573.57,3.1370513466027148e-21
2578.58,3.1370513466027227e-21
2583.59,3.1370513466027332e-21
2588.6,3.1370513466027396e-21
2593.6,3.1370513466027486e-21
2598.61,3.1370513466027554e-21
2603.62,3.1370513466027603e-21
2608.62,3.137051346602766e-21
2613.63,3.137051346602771e-21
2618.64,3.137051346602776e-21
2623.64,3.137051346602779e-21
2628.65,3.1370513466027844e-21
2633.66,3.1370513466027877e-21
2638.66,3.1370513466027907e-21
2643.67,3.137051346602793e-21
2648.68,3.137051346602797e-21
2653.69,3.137051346602799e-21
2658.69,3.1370513466028017e-21
2663.7,3.1370513466028043e-21
2668.71,3.137051346602806e-21
2673.71,3.1370513466028084e-21
2678.72,3.137051346602811e-21
2683.73,3.1370513466028126e-21
2688.73,3.1370513466028144e-21
2693.74,3.1370513466028152e-21
2698.75,3.137051346602818e-21
2703.76,3.1370513466028197e-21
2708.76,3.1370513466028205e-21
2713.77,3.1370513466028212e-21
2718.78,3.137051346602823e-21
2723.78,3.1370513466028242e-21
2728.79,3.1370513466028272e-21
2733.8,3.1370513466028276e-21
2738.8,3.137051346602829e-21
2743.81,3.13705134660283e-21
2748.82,3.1370513466028306e-21
2753.82,3.1370513466028317e-21
2758.83,3.137051346602832e-21
2763.84,3.1370513466028344e-21
2768.85,3.1370513466028348e-21
2773.85,3.1370513466028366e-21
2778.86,3.1370513466028374e-21
2783.87,3.1370513466028385e-21
2788.87,3.1370513466028396e-21
2793.88,3.1370513466028408e-21
2798.89,3.1370513466028415e-21
2803.89,3.137051346602842e-21
2808.9,3.1370513466028427e-21
2813.91,3.1370513466028453e-21
2818.92,3.1370513466028453e-21
2823.92,3.1370513466028457e-21
2828.93,3.1370513466028464e-21
2833.94,3.1370513466028475e-21
2838.94,3.1370513466028483e-21
2843.95,3.137051346602849e-21
2848.96,3.1370513466028498e-21
2853.96,3.13705134660285e-21
2858.97,3.1370513466028506e-21
2863.98,3.137051346602851e-21
2868.98,3.1370513466028517e-21
2873.99,3.137051346602853e-21
2879.0,3.137051346602854e-21
2884.01,3.1370513466028543e-21
2889.01,3.1370513466028547e-21
2894.02,3.137051346602855e-21
2899.03,3.1370513466028554e-21
2904.03,3.1370513466028562e-21
2909.04,3.1370513466028566e-21
2914.05,3.1370513466028573e-21
2919.05,3.1370513466028573e-21
2924.06,3.137051346602857e-21
2929.07,3.137051346602857e-21
2934.08,3.1370513466028577e-21
2939.08,3.1370513466028577e-21
2944.09,3.1370513466028577e-21
2949.1,3.137051346602858e-21
2954.1,3.137051346602858e-21
2959.11,3.137051346602858e-21
2964.12,3.1370513466028585e-21
2969.12,3.1370513466028585e-21
2974.13,3.137051346602859e-21
2979.14,3.1370513466028592e-21
2984.14,3.1370513466028596e-21
2989.15,3.1370513466028596e-21
2994.16,3.1370513466028603e-21
2999.17,3.1370513466028607e-21
3004.17,3.1370513466028607e-21
3009.18,3.1370513466028607e-21
3014.19,3.137051346602861e-21
3019.19,3.137051346602861e-21
3024.2,3.137051346602861e-21
3029.21,3.137051346602861e-21
3034.21,3.1370513466028615e-21
3039.22,3.1370513466028615e-21
3044.23,3.1370513466028615e-21
3049.24,3.1370513466028615e-21
3054.24,3.1370513466028615e-21
3059.25,3.1370513466028615e-21
3064.26,3.137051346602862e-21
3069.26,3.1370513466028622e-21
3074.27,3.1370513466028622e-21
3079.28,3.1370513466028622e-21
3084.28,3.1370513466028622e-21
3089.29,3.1370513466028626e-21
3094.3,3.1370513466028626e-21
3099.3,3.1370513466028626e-21
3104.31,3.1370513466028626e-21
3109.32,3.1370513466028626e-21
3114.33,3.1370513466028626e-21
3119.33,3.1370513466028626e-21
3124.34,3.1370513466028626e-21
3129.35,3.1370513466028626e-21
3134.35,3.1370513466028626e-21
3139.36,3.1370513466028626e-21
3144.37,3.1370513466028626e-21
3149.37,3.137051346602863e-21
3154.38,3.137051346602863e-21
3159.39,3.137051346602863e-21
3164.39,3.137051346602863e-21
3169.4,3.1370513466028633e-21
3174.41,3.1370513466028633e-21
3179.42,3.1370513466028633e-21
3184.42,3.1370513466028633e-21
3189.43,3.1370513466028633e-21
3194.44,3.1370513466028633e-21
3199.44,3.1370513466028633e-21
3204.45,3.1370513466028637e-21
3209.46,3.1370513466028637e-21
3214.46,3.1370513466028637e-21
3219.47,3.1370513466028637e-21
3224.48,3.1370513466028637e-21
3229.49,3.1370513466028637e-21
3234.49,3.1370513466028637e-21
3239.5,3.1370513466028637e-21
3244.51,3.1370513466028637e-21
3249.51,3.1370513466028637e-21
3254.52,3.1370513466028637e-21
3259.53,3.1370513466028637e-21
3264.53,3.1370513466028637e-21
3269.54,3.1370513466028637e-21
3274.55,3.1370513466028637e-21
3279.55,3.1370513466028637e-21
3284.56,3.1370513466028637e-21
3289.57,3.1370513466028637e-21
3294.58,3.1370513466028637e-21
3299.58,3.1370513466028637e-21
3304.59,3.1370513466028637e-21
3309.6,3.1370513466028637e-21
3314.6,3.1370513466028637e-21
3319.61,3.1370513466028637e-21
3324.62,3.1370513466028637e-21
3329.62,3.1370513466028637e-21
3334.63,3.1370513466028637e-21
3339.64,3.1370513466028637e-21
3344.65,3.1370513466028637e-21
3349.65,3.1370513466028637e-21
3354.66,3.1370513466028637e-21
3359.67,3.1370513466028637e-21
3364.67,3.1370513466028637e-21
3369.68,3.1370513466028637e-21
3374.69,3.1370513466028637e-21
3379.69,3.1370513466028637e-21
3384.7,3.1370513466028637e-21
3389.71,3.1370513466028637e-21
3394.71,3.1370513466028637e-21
3399.72,3.1370513466028637e-21
3404.73,3.1370513466028637e-21
3409.74,3.1370513466028637e-21
3414.74,3.1370513466028637e-21
3419.75,3.1370513466028637e-21
3424.76,3.1370513466028637e-21
3429.76,3.1370513466028637e-21
3434.77,3.1370513466028637e-21
3439.78,3.1370513466028637e-21
3444.78,3.1370513466028637e-21
3449.79,3.1370513466028637e-21
3454.8,3.1370513466028637e-21
3459.81,3.1370513466028637e-21
3464.81,3.1370513466028637e-21
3469.82,3.1370513466028637e-21
3474.83,3.1370513466028637e-21
3479.83,3.1370513466028637e-21
3484.84,3.1370513466028637e-21
3489.85,3.1370513466028637e-21
3494.85,3.1370513466028637e-21
3499.86,3.1370513466028637e-21
3504.87,3.1370513466028637e-21
3509.87,3.1370513466028637e-21
3514.88,3.1370513466028637e-21
3519.89,3.1370513466028637e-21
3524.9,3.1370513466028637e-21
3529.9,3.1370513466028637e-21
3534.91,3.1370513466028637e-21
3539.92,3.1370513466028637e-21
3544.92,3.1370513466028637e-21
3549.93,3.1370513466028637e-21
3554.94,3.1370513466028637e-21
3559.94,3.1370513466028637e-21
3564.95,3.1370513466028637e-21
3569.96,3.1370513466028637e-21
3574.97,3.1370513466028637e-21
3579.97,3.1370513466028637e-21
3584.98,3.1370513466028637e-21
3589.99,3.1370513466028637e-21
3594.99,3.1370513466028637e-21
3600.0,3.1370513466028637e-21
