opt_source_id,Vlos,e_Vlos,opt_rbin_ell_key,opt_tbin_ell_key,opt_r_pc_ell,opt_rbin_circ_key,opt_r_pc_circ
1433135517575844480,54.1,255.9,608.0132419757706,0,605.3036957333353,,464.9477680362002
1433145103942384384,-325.6,33.9,317.2263674209622,1,292.09667600778346,,258.8229974699805
1433148986592786688,324.6,308.9,433.4551407251487,0,424.7109003505301,,356.7656621633856
1433149605068083072,-5.1,311.9,317.2263674209622,0,344.5322859562624,,139.05781755886733
1433154827748339072,-134.5,244.80000000000004,158.52536342163663,1,73.76610138541997,,139.05781755886733
1433161734055760128,-132.1,253.00000000000003,158.52536342163663,1,73.76610138541997,,139.05781755886733
1433212036712773632,11.8,1.7,520.9148553385241,1,516.2797855510387,,425.6670394240661
