source_id,RA_deg,RA_error,Dec_deg,Dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,radial_velocity,radial_velocity_error,l,b,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,ruwe,distance_gspphot,phot_bp_rp_excess_factor
1.43E+18,259.4309141,0.01067657,58.06329253,0.010966697,2.107776368,0.011230229,-10.4783234,0.013747181,-3.036268414,0.013969225,16.27636,1.9166998,86.57455617,35.04017231,13.022441,13.319436,12.558484,0.760952,1.0710093,458.8411,1.1970091
1.43E+18,260.3470909,0.014023915,58.11752169,0.013476887,2.67733055,0.015035976,9.631832869,0.017662369,-14.21268517,0.01859372,-11.081476,2.506665,86.60179991,34.55338998,13.927458,14.412086,13.283839,1.1282463,1.0729916,358.0936,1.2255887
1.43E+18,260.0057521,0.01610249,57.65630011,0.015423706,1.782819007,0.01676282,-3.306914605,0.019928996,-2.004472754,0.022799421,-47.542713,4.4714313,86.05500968,34.76161086,14.699802,15.187775,14.055438,1.1323366,1.0730268,543.4011,1.224685
1.43E+18,260.4330435,0.019052446,58.16261205,0.016923437,3.715168276,0.01847007,16.4318396,0.023646811,-40.07496029,0.022882152,-37.956173,5.235275,86.65321564,34.50545948,14.588548,15.398848,13.707949,1.6908989,1.0733207,263.2708,1.2910552
1.43E+18,260.4921998,0.014520401,58.04401476,0.01239221,0.531184894,0.014485492,-2.123524221,0.019444402,-0.738420946,0.017361328,-73.79519,1.7402911,86.50739342,34.48101035,13.613441,14.161613,12.926262,1.2353516,1.0735213,,1.2303787
1.43E+18,260.6502926,0.012019187,57.67625692,0.012083216,2.45305494,0.012208606,2.97418578,0.015662543,11.6436959,0.015320678,-46.260414,2.5525556,86.05669392,34.41630546,13.861541,14.3398285,13.232046,1.1077824,1.0741146,404.8666,1.2184646
1.43E+18,260.5396314,0.012924881,57.99146643,0.012229187,1.817008731,0.013737161,-2.497068252,0.016404772,13.38486252,0.015003691,-25.393238,3.1363623,86.44207036,34.45882421,13.760335,14.13162,13.227213,0.9044075,1.0745876,533.4745,1.2029731
1.43E+18,260.0612041,0.015596391,58.19789886,0.015800849,0.906096569,0.017031133,-0.648705063,0.019334968,5.538386737,0.022584062,15.6471195,7.0994697,86.71057539,34.69898529,14.3490095,14.678388,13.851721,0.82666683,1.0748307,1039.5736,1.2009181
1.43E+18,259.8154416,0.017830001,58.2424259,0.023044817,2.268258539,0.020627927,-30.77080339,0.02128202,-35.53868717,0.028203659,-15.592679,6.473863,86.77510945,34.82517823,14.688052,15.20408,14.0161705,1.1879091,1.0755839,434.3333,1.232442
1.43E+18,259.9485478,0.021366447,57.5661817,0.019554062,2.83725533,0.02085374,-22.40701901,0.029016644,-30.66434717,0.02775766,-61.24416,3.6753187,85.94765657,34.79746434,15.094768,15.861091,14.240335,1.6207552,1.0765907,,1.2827127
1.43E+18,259.725448,0.017196266,57.89974147,0.01840484,0.647400251,0.01898044,-16.5846534,0.022805363,-11.55472163,0.024785398,-171.16188,18.809235,86.36231316,34.89565962,14.686267,15.029633,14.160846,0.8687868,1.083961,1869.274,1.2115327
1.43E+18,260.2929438,0.01470033,57.61563674,0.015391407,0.227190869,0.015663527,-7.158334186,0.019539127,-5.466614391,0.021803176,-135.93411,4.4201417,85.99514559,34.61040203,14.522741,14.954117,13.915053,1.0390635,1.0845175,6711.7036,1.2241321
1.43E+18,260.3246089,0.013609538,58.36002123,0.01348847,0.981059222,0.014105668,-3.173155622,0.018581115,9.520920184,0.019087126,-11.904349,4.8961425,86.89656401,34.55052531,14.269188,14.59779,13.780493,0.817297,1.0851152,973.06,1.1960537
1.43E+18,260.1616944,0.012338772,58.37916156,0.01253331,2.870399377,0.012754899,7.653599552,0.016792348,-47.6072393,0.01717875,3.1166937,1.3829113,86.92635859,34.63457592,12.951152,13.349371,12.389841,0.9595299,1.0854201,342.8234,1.2084415
1.43E+18,259.7067252,0.01090641,58.06020664,0.013222836,1.841452163,0.012755559,-3.870220791,0.014440608,-0.062351624,0.018030033,10.532652,1.5282146,86.55832635,34.89484164,12.102452,12.351229,11.691519,0.65970993,1.0862429,536.4186,1.1913013
1.43E+18,259.6284708,0.010130337,57.82422889,0.013446967,1.842893738,0.012351659,-13.29790479,0.013795552,25.3939981,0.019135889,-47.230328,2.7291372,86.27456747,34.95211805,13.380683,13.728816,12.871705,0.857111,1.0878528,527.0387,1.1989503
1.43E+18,259.517235,0.016003808,57.86978635,0.021186814,0.949365442,0.01875182,2.855297744,0.023159023,-11.89441857,0.02709556,-2.9233072,5.5530477,86.3349115,35.00811126,14.481208,14.81092,13.986304,0.8246155,1.0881573,1025.5312,1.1992933
1.43E+18,259.8879382,0.015979951,58.14829479,0.01628695,1.21648036,0.017482242,0.042797007,0.020167643,-22.26083046,0.022527765,-60.42833,4.5081553,86.65758871,34.79339886,14.360158,14.732358,13.815346,0.9170122,1.0885847,746.8204,1.2099853
1.43E+18,260.5968468,0.016728466,58.21704502,0.015300351,1.53948489,0.016207341,-4.993493391,0.022652784,4.303207931,0.019192925,-55.59145,5.1498647,86.71313373,34.41614448,14.498026,14.885088,13.943482,0.94160557,1.0972142,641.5989,1.2092465
1.43E+18,260.5682221,0.012997357,58.19097558,0.011503309,1.97295443,0.01232829,2.775102228,0.018097062,10.25669364,0.015133108,-43.303726,3.1345212,86.68261035,34.43267216,13.925903,14.347831,13.3446045,1.0032263,1.1000178,501.7076,1.2107025
1.43E+18,260.4116396,0.013312244,58.08381265,0.012099539,15.12587979,0.014070698,-8.825801321,0.01591423,-398.7020687,0.017477017,-65.3696,1.5607921,86.55853789,34.52130066,13.750338,14.929984,12.670505,2.2594795,1.1002685,66.4893,1.3826935
1.43E+18,260.1835984,0.013754312,57.59018569,0.013648377,0.830316351,0.014100593,5.242719945,0.017776165,-0.426968982,0.0197702,-46.86599,5.650197,85.96812837,34.6702847,14.258074,14.639759,13.715365,0.92439365,1.1055772,1120.7274,1.2041616
1.43E+18,260.1297291,0.011324457,57.925331,0.011238575,1.234556644,0.011385826,0.573510504,0.015912103,-12.70549541,0.016174832,-28.984253,2.208483,86.37698819,34.67971737,13.410553,13.76909,12.889364,0.87972546,1.1077008,784.3967,1.2015401
1.43E+18,260.5311899,0.014067389,58.38905592,0.013537069,13.71163802,0.014268247,46.39069762,0.02039297,30.89831865,0.017807301,-42.476177,3.9325638,86.92374347,34.44063791,14.294838,15.667486,13.142189,2.5252972,1.1090776,73.4182,1.4217834
1.43E+18,259.866354,0.011564129,57.77476135,0.010855312,0.48616783,0.011263225,0.174782709,0.013667384,-2.500133406,0.013464687,26.029964,0.45956668,86.2044679,34.82878912,12.580323,13.151066,11.865978,1.2850876,1.1120584,2391.9114,1.2414557
1.43E+18,260.1945084,0.012960378,58.05965404,0.012808338,1.498595144,0.013892464,-3.583959945,0.016637735,0.233663558,0.018013764,30.703415,3.7479663,86.53747851,34.6373577,13.689674,13.98792,13.228959,0.7589607,1.1148779,632.0667,1.1944501
1.43E+18,260.2956629,0.013916371,57.8348953,0.013471579,2.392631123,0.014332213,-21.552553,0.016563067,25.88323649,0.017670399,-36.804413,1.6634815,86.26102687,34.59689394,12.920403,13.254517,12.417956,0.83656025,1.1190873,407.0931,1.2017556
1.43E+18,260.5727482,0.015180417,57.81678382,0.014859569,1.245270431,0.015221469,-4.06016712,0.017872315,-17.53668665,0.018521594,-13.066709,1.6462431,86.22938929,34.4505433,12.964365,13.351256,12.407794,0.9434624,1.1196455,732.2579,1.2106377
1.43E+18,259.4920971,0.012784496,58.3477969,0.012084413,1.538443646,0.01409068,-17.5667487,0.015657423,14.40573602,0.017425673,-49.041683,1.5022339,86.9181015,34.98712993,12.727706,13.072697,12.2097435,0.8629532,1.1244763,648.7751,1.2060655
1.43E+18,260.5107678,0.01822603,57.84812989,0.017121408,1.371315716,0.018805882,0.008930902,0.020292314,-2.500541495,0.022173895,-39.91835,5.289991,86.26946,34.48184876,14.593993,14.974674,14.010316,0.9643583,1.1263938,711.3998,1.231318
1.43E+18,259.7761214,0.015214437,57.61142082,0.01512605,1.192768295,0.015932519,-4.055081438,0.01850581,9.732659624,0.019634897,-11.99656,1.7169155,86.00942019,34.88700918,12.945072,13.233614,12.494116,0.73949814,1.1277207,816.663,1.1936398
1.43E+18,260.6736746,0.010250095,57.62460388,0.011208181,1.868205212,0.010959557,-2.507588551,0.013475712,7.049892806,0.013539866,-24.25325,2.9035006,85.99342173,34.4063173,13.412805,13.767223,12.894169,0.8730545,1.1330271,528.577,1.2019233
1.43E+18,259.6588617,0.017695116,58.38633904,0.021415029,2.046965245,0.0207637,-2.389322642,0.02634444,-8.970853977,0.029066727,-7.917429,12.64248,86.95713234,34.89706462,14.773474,15.322147,14.077792,1.2443552,1.1341261,481.2063,1.236408
1.43E+18,260.401611,0.013596264,57.62450828,0.01404786,1.610489505,0.014491179,-2.217039629,0.017640205,-10.78251188,0.019567821,-10.875329,3.4080498,86.00216415,34.55181938,14.30775,14.73837,13.706324,1.0320463,1.1351429,619.0645,1.2202337
1.43E+18,260.6095984,0.019993074,58.33045764,0.01868692,4.497125541,0.019788947,11.11297644,0.030026907,37.5160308,0.024124848,-22.597738,3.7421474,86.84991551,34.40299869,15.011682,16.025518,14.013936,2.0115824,1.1369708,228.4506,1.3401988
1.43E+18,260.4710629,0.013478399,58.1516693,0.011801215,1.583211008,0.013406965,-8.31657993,0.015798843,-30.99790849,0.016019775,15.1484785,1.6768478,86.63855415,34.4860666,12.672288,12.967056,12.209622,0.7574339,1.1381491,623.5182,1.1973746
1.43E+18,260.278294,0.02895472,58.23047088,0.02762184,12.19569508,0.028943906,-174.7373355,0.037631854,32.51729976,0.038621433,-20.504808,9.489788,86.74136526,34.58281561,15.463543,17.061918,14.231391,2.8305273,1.1395396,,1.4757867
1.43E+18,259.9039651,0.011214251,57.60938407,0.010277601,0.464717335,0.011470477,0.895306622,0.013625414,-1.788658445,0.013607757,-52.32973,1.0531408,86.00189655,34.81877517,12.635086,13.22546,11.904563,1.3208971,1.1464204,,1.2459736
1.43E+18,260.4666742,0.012245681,57.562292,0.012609793,0.750608899,0.012949512,5.277548863,0.017005678,-1.558227162,0.01733259,-22.131756,3.8656185,85.92456559,34.52018856,13.972715,14.287337,13.496348,0.7909889,1.1504103,1546.1399,1.1955441
1.43E+18,260.0314957,0.012979899,57.81701804,0.011986585,2.141353201,0.012911679,-7.984350072,0.016253356,21.92733549,0.018204633,-54.748184,1.5462797,86.24927837,34.73836285,12.8344145,13.129714,12.3731365,0.7565775,1.1507688,468.0062,1.196281
1.43E+18,260.5844204,0.017443996,58.24215569,0.017025456,0.958762904,0.017256483,-7.557658423,0.024539422,3.188771804,0.021925816,-51.04865,5.0417223,86.74397331,34.42125684,14.510349,14.809197,14.046394,0.7628031,1.1537763,1016.0233,1.1960677
1.43E+18,259.9708523,0.01392891,58.03106916,0.015449445,1.525317904,0.015347308,-14.61231657,0.01827912,6.593877363,0.021576444,-33.180683,1.6353362,86.51171096,34.7572726,12.913855,13.201298,12.464968,0.73633003,1.1565791,643.943,1.1929879
1.43E+18,260.3007727,0.0108981,57.82584038,0.010233155,0.248413316,0.011201085,-3.157065643,0.012704333,-7.804237719,0.01405054,-107.21494,0.47380745,86.24985856,34.59468653,12.238869,12.909923,11.451674,1.4582481,1.1708568,,1.260023
1.43E+18,259.7517959,0.01634398,58.16231038,0.019543733,5.611785986,0.01819028,24.73037393,0.020281443,-62.64075463,0.024742156,-39.056877,2.2556791,86.68051927,34.86412268,11.061563,11.433778,10.524431,0.9093466,1.1782295,176.5042,1.2050775
1.43E+18,260.6777446,0.017657142,58.09138599,0.016293196,3.022028645,0.01748065,16.44045519,0.021959305,-19.17719505,0.02010622,-46.564083,0.22408007,86.55823172,34.38042828,8.317912,8.906725,7.5909514,1.3157735,1.1823515,,1.243878
1.43E+18,259.9471429,0.014892662,57.87216388,0.015110395,2.474473686,0.015413208,1.559248674,0.020061376,-30.74012178,0.021754367,4.5502057,3.1678002,86.31961245,34.77980694,14.083105,14.574807,13.432087,1.1427202,1.1960521,403.2507,1.2277818
1.43E+18,259.4879528,0.0156252,57.66253712,0.018408593,0.791955371,0.016490491,-8.014249685,0.021182023,-12.82849215,0.023393057,-7.374661,4.4712596,86.08369939,35.03767667,14.089112,14.46637,13.539554,0.926816,1.1975608,1073.2047,1.210639
1.43E+18,260.022322,0.014259564,57.86233957,0.013914194,0.642543809,0.014603466,-0.416301061,0.01822967,-10.47089078,0.020469327,-25.895214,1.1596653,86.30468894,34.740499,12.917608,13.398786,12.27451,1.1242752,1.1992341,1708.1202,1.2267009
1.43E+18,259.4637818,0.023386301,57.93524578,0.029502565,2.631267992,0.025539087,19.95298894,0.033588093,12.16055445,0.039082784,-52.805546,6.5303683,86.4170539,35.03190883,15.198139,15.978413,14.33109,1.6473227,1.2105622,398.0551,1.2889503
1.43E+18,260.3886329,0.014516386,58.20771221,0.013768944,3.836679531,0.014908889,15.86687615,0.01857805,3.50880667,0.01873102,-42.622074,1.1302836,86.70952547,34.52618191,12.879876,13.331874,12.265637,1.0662365,1.2137016,252.901,1.219419
1.43E+18,259.4953802,0.013745177,58.30178072,0.013636784,0.376286645,0.015370792,-6.036454944,0.01750113,1.048584702,0.019335963,-102.762375,1.6392721,86.86193347,34.98883419,13.627921,14.126966,12.958816,1.1681509,1.2565191,1904.5831,1.2375535
1.43E+18,260.4320433,0.016861899,58.20036924,0.014694844,0.656830379,0.017251756,-3.711470196,0.019918695,2.069653925,0.02026381,6.4362206,0.9459773,86.69899222,34.50378203,12.89472,13.402281,12.229971,1.1723099,1.2633373,1382.6052,1.2308531
1.43E+18,259.7539613,0.015208737,57.64691467,0.014685036,1.3464022,0.015425752,-4.160247281,0.01904259,-22.81894498,0.019153902,-34.438343,2.5956113,86.05350461,34.89665637,13.630519,14.010284,13.087176,0.9231081,1.2681103,719.9027,1.2054707
1.43E+18,260.5079988,0.016791454,57.93405613,0.0159382,2.200450185,0.017684558,3.84655846,0.022202957,-14.64446243,0.02168944,7.592834,1.9706502,86.37364413,34.47870116,12.862397,13.178133,12.378169,0.79996395,1.2824101,453.3798,1.1997305
1.43E+18,260.3786256,0.020008888,57.99230965,0.018046137,1.086232509,0.020524418,-13.68529601,0.02649646,7.627946949,0.02541401,-45.632473,4.4413652,86.44885994,34.54398412,14.329792,14.705079,13.79504,0.91003895,1.3104718,,1.202112
1.43E+18,259.9029626,0.013893462,58.31878206,0.018980224,1.852391943,0.016026936,-5.61077993,0.01754449,7.82208601,0.026511956,-40.000153,1.9565597,86.86405262,34.77405687,12.511092,12.794633,12.06066,0.73397255,1.311415,,1.195899
1.43E+18,259.8618245,0.01327579,57.79937622,0.014031068,0.472232454,0.013917764,-2.465800025,0.016319497,3.386661357,0.017246135,4.761629,0.16445574,86.2345796,34.82966686,10.30808,11.110573,9.441217,1.6693554,1.3119965,,1.2816273
1.43E+18,260.5804946,0.025034195,58.1405117,0.02412212,4.852072105,0.02556268,-23.8573005,0.0336299,5.424776364,0.03153086,-20.804115,5.582388,86.62108423,34.42903657,15.036622,16.158628,13.959855,2.1987734,1.3737822,,1.3928252
