x,y
0.2,20.222702
0.3,20.138031
0.4,24.9455719
0.5,20.5523148
0.6,20.3936882
0.7,20.6905499
0.8,24.4184532
0.9,20.7681999
1,20.681797
1.1,20.2870617
1.2,20.5109272
1.3,20.5207653
1.4,20.6049747
1.5,20.422678
1.6,21.0865021
