x,y
0,37.6068115
0.1,20.138031
0.2,33.3157005
0.3,63.7913284
0.4,81.6527939
1,53.9004364
2.125,35.8579788
3.25,26.8724594
4.375,25.5645752
5.5,26.1274509
6.625,25.6113682
7.75,26.7457771
8.875,25.6252766
10,25.8430729
