opt_source_id,RA_deg,Dec_deg,Vlos,e_Vlos,opt_r_pc_ell,opt_rbin_ell_key,opt_tbin_ell_key
1433135517575844480,259.81871989969835,57.58748001287229,77.4,70.71067811865476,605.3036957333353,608.0132419757706,0
1433145103942384384,260.357361485593,57.838980078906296,-130.75,70.71067811865476,292.09667600778346,317.2263674209622,1
1433148986592786688,259.7974354349336,57.71208482792746,324.6,100.0,424.7109003505301,433.4551407251487,0
1433149605068083072,259.9128990750484,57.777183399696746,-5.1000000000000005,100.0,344.5322859562624,317.2263674209622,0
1433154827748339072,260.1176593423828,57.885068823347375,-50.25,70.71067811865476,73.76610138541997,158.52536342163663,1
1433161734055760128,260.12972906254873,57.92533099749648,-132.1,100.0,73.76610138541997,158.52536342163663,1
1433212036712773632,260.4710628943916,58.1516692986948,11.749999999999998,2.1213203435596424,516.2797855510387,520.9148553385241,1
